Unnamed: 0,Source,Target,Type,Weight,book,group
2521,Sabrina,Keira,Undirected,1,7,2
2522,Sabrina,Geralt,Undirected,1,7,1
2523,Keira,Geralt,Undirected,1,7,1
2524,Keira,Yennefer,Undirected,1,7,1
2525,Geralt,Sabrina,Undirected,2,7,1
2526,Sabrina,Yennefer,Undirected,3,7,1
2527,Triss,Geralt,Undirected,1,7,1
2528,Triss,Tissaia,Undirected,1,7,2
2529,Geralt,Tissaia,Undirected,1,7,1
2530,Margarita,Tissaia,Undirected,1,7,2
2531,Tissaia,Francesca,Undirected,1,7,2
2532,Ida,Ciri,Undirected,1,7,1
2533,Assire,Ciri,Undirected,1,7,1
2534,Yennefer,Sabrina,Undirected,2,7,1
2535,Dandelion,Meve,Undirected,1,7,1
2536,Two,Dandelion,Undirected,2,7,1
2537,Two,Geralt,Undirected,2,7,1
2538,Yarpen,Zoltan,Undirected,8,7,2
2539,Zoltan,Yarpen,Undirected,5,7,2
2540,Zoltan,King,Undirected,1,7,2
2541,Yarpen,King,Undirected,3,7,2
2542,King,Zoltan,Undirected,1,7,2
2543,King,Yarpen,Undirected,1,7,2
2544,Zoltan,Percival,Undirected,1,7,2
2545,Percival,Field,Undirected,1,7,2
2546,Field,Yarpen,Undirected,1,7,2
2547,Zoltan,Regan,Undirected,1,7,2
2548,Yarpen,Eudora,Undirected,2,7,2
2549,Zoltan,Eudora,Undirected,2,7,2
2550,Eudora,Zoltan,Undirected,1,7,2
2551,Eudora,Dandelion,Undirected,1,7,1
2552,Zoltan,Dandelion,Undirected,2,7,1
2553,Yennefer,King,Undirected,1,7,1
2554,Yarpen,Geralt,Undirected,2,7,1
2555,Dandelion,Yarpen,Undirected,3,7,1
2556,Yarpen,Dandelion,Undirected,1,7,1
2557,King,Dandelion,Undirected,1,7,1
2558,Dandelion,Zoltan,Undirected,1,7,1
2559,Zoltan,Sword,Undirected,1,7,2
2560,Eskel,Geralt,Undirected,1,7,1
2561,Eskel,Vesemir,Undirected,3,7,1
2562,Eskel,Lambert,Undirected,1,7,1
2563,Geralt,Vesemir,Undirected,1,7,1
2564,Geralt,Lambert,Undirected,2,7,1
2565,Vesemir,Lambert,Undirected,2,7,1
2566,Vesemir,Eskel,Undirected,2,7,1
2567,Vesemir,Geralt,Undirected,1,7,1
2568,Lambert,Eskel,Undirected,1,7,1
2569,Lambert,Vesemir,Undirected,1,7,1
2570,Geralt,Zoltan,Undirected,1,7,1
2571,Kelpie,Yennefer,Undirected,5,7,1
2572,Triss,Kelpie,Undirected,2,7,2
2573,Tissaia,Yennefer,Undirected,3,7,1
2574,Triss,Alzur,Undirected,1,7,2
2575,Yennefer,Alzur,Undirected,1,7,1
2576,Nimue,Triss,Undirected,3,7,2
2577,Triss,Nimue,Undirected,1,7,2
2578,Dandelion,Yennefer,Undirected,2,7,1
2579,Yennefer,Dandelion,Undirected,1,7,1
2580,Dandelion,Triss,Undirected,1,7,1
2581,Kelpie,Triss,Undirected,1,7,2
2582,Ciri,Milva,Undirected,1,7,1
2583,Yennefer,Cahir,Undirected,1,7,1
2584,Yennefer,Milva,Undirected,1,7,1
2585,Yennefer,Zoltan,Undirected,1,7,1
2586,Cahir,Zoltan,Undirected,1,7,2
2587,Cahir,Triss,Undirected,1,7,2
2588,Milva,Zoltan,Undirected,1,7,2
2589,Milva,Triss,Undirected,1,7,2
2590,Milva,Lytta,Undirected,1,7,2
2591,Zoltan,Triss,Undirected,1,7,2
2592,Zoltan,Lytta,Undirected,1,7,2
2593,Zoltan,Ciri,Undirected,1,7,1
2594,Triss,Lytta,Undirected,1,7,2
2595,Lytta,Ciri,Undirected,2,7,1
2596,Lytta,Triss,Undirected,1,7,2
2597,Triss,Dandelion,Undirected,1,7,1
2598,Triss,Yarpen,Undirected,1,7,2
2599,Dandelion,Mistle,Undirected,1,7,1
